latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.44306,-93.16327,309.7,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,294.4,8.9,N
18.43911,-93.16384,325.4,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,297.2,8.9,N
18.43981,-93.16916,311.3,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,293.4,8.9,N
18.96781,-97.96339,312.9,0.4,0.6,2017-12-05,724,N,nominal,1.0NRT,286.2,1.8,N
19.02268,-98.62347,321.0,0.4,0.6,2017-12-05,724,N,nominal,1.0NRT,275.2,2.7,N
19.02305,-98.62717,307.9,0.4,0.6,2017-12-05,724,N,nominal,1.0NRT,276.5,2.7,N
19.09135,-99.74084,299.5,0.5,0.7,2017-12-05,724,N,nominal,1.0NRT,274.3,3.9,N
19.08498,-99.73868,305.6,0.5,0.7,2017-12-05,724,N,nominal,1.0NRT,276.3,3.1,N
18.38886,-93.30797,304.1,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,293.0,0.9,N
18.38487,-93.30855,315.3,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,293.2,0.9,N
18.38727,-93.30962,324.1,0.6,0.4,2017-12-05,724,N,nominal,1.0NRT,293.5,3.3,N
19.09111,-99.74215,301.3,0.5,0.7,2017-12-05,724,N,nominal,1.0NRT,275.4,2.3,N
19.08437,-99.73618,304.2,0.5,0.7,2017-12-05,724,N,nominal,1.0NRT,275.0,1.0,N
18.87371,-97.66019,295.2,0.4,0.6,2017-12-05,724,N,nominal,1.0NRT,282.2,0.7,N
38.016,-122.1131,295.7,0.5,0.7,2017-12-05,906,N,nominal,1.0NRT,282.0,1.8,N
37.7696,-120.91642,296.0,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,274.8,0.8,N
37.7159,-121.1378,302.3,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,276.6,0.7,N
37.61266,-120.70811,295.5,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,275.5,0.5,N
37.46235,-120.49217,315.6,0.4,0.6,2017-12-05,906,N,nominal,1.0NRT,274.1,1.0,N
37.21616,-119.42904,325.2,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,276.7,3.8,N
37.2156,-119.42055,346.4,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,279.6,6.4,N
37.21536,-119.41684,346.4,0.3,0.6,2017-12-05,906,N,nominal,1.0NRT,279.4,2.5,N
